TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed,slope,urban
3306,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3307,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3308,0,1,1,Jewish,1897,7967,789,952,895,686,516,358,440,558,597,595,462,308,234,213,165,193,581,0,265,37,75,202,0,1414,0,0,3279,1,2
3309,0,1,1,Jewish,623,2619,259,313,294,225,169,117,144,183,196,195,152,101,77,70,54,63,184,0,62,31,31,59,0,416,0,0,1078,1,2
3310,0,1,1,Jewish,146,614,60,73,69,52,39,27,33,43,46,45,35,23,18,16,12,14,40,0,14,7,7,10,0,75,0,0,253,1,2
3401,0,1,1,Jewish,1836,6756,680,587,507,429,472,496,462,429,359,343,318,320,331,320,276,419,522,0,183,110,73,155,0,1072,0,154,2839,1,2
3402,0,1,1,Jewish,1030,4107,413,357,308,261,287,302,280,261,218,208,193,194,201,195,168,255,838,0,223,373,149,91,0,643,0,0,1726,1,2
3403,0,1,1,Jewish,1284,5118,515,444,384,325,357,376,350,325,272,260,241,242,250,243,209,318,372,0,128,64,64,115,0,806,0,117,2151,1,2
3404,0,1,1,Jewish,258,1152,116,100,86,73,80,84,78,73,61,58,54,54,56,54,47,71,78,0,25,10,15,26,0,184,0,0,484,1,2
3405,0,1,1,Jewish,2025,9018,908,784,677,573,630,663,616,573,479,458,425,427,441,428,369,560,608,0,202,81,121,203,0,1424,0,0,3790,1,2
3501,0,1,1,Jewish,878,3634,365,315,273,231,254,267,248,231,193,184,171,172,178,172,148,225,261,0,96,43,35,86,0,604,0,0,1527,1,2
3502,0,1,1,Jewish,951,3389,341,294,254,215,237,249,231,215,180,172,159,160,166,160,138,210,267,0,104,28,57,77,0,540,0,0,1424,1,2
3503,0,1,1,Jewish,803,2863,288,248,215,181,200,210,195,182,152,145,135,135,140,135,117,177,220,0,88,40,32,59,0,389,0,82,1203,1,2
3504,0,1,1,Jewish,455,1911,189,228,214,164,123,85,105,133,143,142,110,73,56,51,39,46,128,0,45,22,22,37,0,264,0,0,786,1,2
3505,0,1,1,Jewish,569,1913,192,166,143,121,133,140,130,121,101,97,90,90,93,90,78,118,158,0,79,11,22,44,0,312,0,0,803,1,2
3506,0,1,1,Jewish,1384,4831,486,419,363,307,337,355,330,307,256,245,227,228,236,229,197,300,394,0,110,110,55,117,0,821,0,0,2030,1,2
3507,0,1,1,Jewish,705,2621,263,227,197,166,183,192,179,166,139,133,123,124,128,124,107,162,199,0,56,56,28,58,0,411,0,0,1101,1,2
3508,0,1,1,Jewish,996,3546,351,303,262,260,260,258,238,221,185,177,164,165,170,165,142,216,287,0,103,46,37,99,0,640,0,251,1465,1,2
3509,0,1,1,Jewish,800,3361,332,401,377,289,218,151,185,235,252,251,195,129,99,90,69,81,276,0,112,16,32,116,0,813,0,0,1383,1,2
3601,0,1,1,Arab,204,813,80,80,72,72,64,56,56,56,56,40,32,24,32,32,24,32,18,0,0,0,0,18,0,127,0,0,203,1,2
3602,0,1,1,Arab,1234,4966,491,491,442,442,393,344,344,344,344,245,196,147,196,196,147,196,247,0,0,0,0,247,0,1732,0,0,1240,1,2
3603,0,1,1,Arab,844,3492,345,345,311,311,276,242,242,242,242,172,138,103,138,138,103,138,416,0,151,50,50,162,0,1140,0,0,872,1,2
3604,0,1,1,Arab,1059,4330,428,428,385,385,343,300,300,300,300,214,171,128,171,171,128,171,404,31,190,31,63,86,0,606,0,0,1082,1,2
3605,0,1,1,Arab,595,2402,237,237,214,214,190,166,166,166,166,118,95,71,95,95,71,95,246,0,116,26,35,67,0,475,0,0,600,1,2
3606,0,1,1,Arab,1015,4156,411,411,370,370,329,288,288,288,288,205,164,123,164,164,123,164,422,0,182,60,60,117,0,825,0,0,1038,1,2
3607,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3608,0,1,0,Palestinian,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3609,0,1,1,Arab,544,2262,224,224,201,201,179,156,156,156,156,112,89,67,89,89,67,89,204,8,97,16,40,41,0,290,0,0,565,1,2
3610,0,1,1,Arab,863,3568,353,353,318,318,282,247,247,247,247,176,141,106,141,141,106,141,326,25,155,25,51,67,0,473,0,0,891,1,2
3701,0,1,1,Jewish,2095,6468,617,532,460,616,531,460,419,389,325,311,289,290,300,291,251,380,523,0,193,87,70,172,0,973,0,877,2575,1,2
3702,0,1,1,Jewish,978,3954,398,343,297,251,276,290,270,251,210,200,186,187,193,187,162,245,298,0,97,39,58,102,0,717,0,0,1661,1,2
3703,0,1,1,Jewish,1234,4990,502,433,375,317,348,366,341,317,265,253,235,236,244,236,204,310,102,0,0,0,0,102,0,716,0,0,2097,1,2
3704,0,1,1,Jewish,769,2381,239,207,179,151,166,175,162,151,126,121,112,112,116,113,97,147,280,0,0,0,0,280,0,1962,0,0,1000,1,2
3705,0,1,1,Jewish,960,4138,416,359,311,263,289,304,283,263,220,210,195,196,202,196,169,257,315,0,124,38,28,123,0,866,0,208,1739,1,2
3706,0,1,1,Jewish,1097,3396,342,295,255,215,237,249,232,216,180,172,160,160,166,161,139,211,291,0,142,43,32,72,0,504,0,0,1427,1,2
3707,0,1,1,Jewish,879,2829,283,244,211,189,200,206,192,179,149,143,132,133,137,133,115,174,236,0,103,25,43,63,0,431,0,113,1182,1,2
3708,0,1,1,Jewish,764,2489,250,216,187,158,174,183,170,158,132,126,117,117,121,118,101,154,267,0,84,38,30,114,0,799,0,0,1046,1,2
3709,0,1,1,Jewish,643,2601,261,226,195,165,181,191,177,165,138,132,122,123,127,123,106,161,43,0,0,0,0,43,0,307,0,0,1093,1,2
3801,0,1,1,Jewish,920,2118,155,144,128,109,122,134,124,124,110,109,95,89,101,117,136,314,224,0,119,27,36,40,0,284,0,0,839,1,2
3802,0,1,1,Jewish,1141,2624,192,178,159,135,151,166,154,153,137,135,118,111,125,145,168,389,309,0,91,68,68,81,0,569,0,0,1040,1,2
3803,0,1,1,Jewish,551,1269,93,86,76,65,73,80,74,74,66,65,57,53,60,70,81,188,216,0,33,33,44,106,0,745,0,0,503,1,2
3804,0,1,1,Jewish,1403,3228,237,219,195,166,186,204,190,189,168,166,145,136,154,179,207,478,363,0,154,70,56,83,0,581,0,0,1279,1,2
3805,0,1,1,Jewish,884,2033,149,138,123,104,117,128,119,119,106,105,91,86,97,113,130,301,246,0,53,53,70,70,0,490,0,0,805,1,2
3806,0,1,1,Jewish,476,1551,156,134,116,98,108,114,106,98,82,78,73,73,76,73,63,96,129,0,52,23,19,34,0,239,0,0,652,1,2
3807,0,1,1,Jewish,1047,2408,176,163,145,124,139,152,142,141,125,124,108,101,115,133,154,357,312,0,94,41,73,103,0,725,0,0,954,1,2
3808,0,1,1,Jewish,916,2107,154,143,127,108,122,133,124,123,110,108,95,89,100,117,135,312,220,0,91,36,54,37,0,262,0,0,835,1,2
3809,0,1,1,Jewish,957,2201,161,149,133,113,127,139,129,128,115,113,99,93,105,122,141,326,233,0,105,47,38,41,0,293,0,0,872,1,2
3901,0,1,1,Jewish,415,954,70,64,57,49,55,60,56,55,49,49,43,40,45,53,61,141,2322,0,1612,460,230,18,0,127,0,0,378,1,2
3902,0,1,1,Jewish,58,243,24,29,27,20,15,10,13,17,18,18,14,9,7,6,5,5,2007,0,1000,800,200,7,0,51,0,0,100,1,2
3903,0,1,1,Jewish,736,2298,231,199,172,146,160,169,157,146,122,116,108,108,112,109,94,142,52,0,0,0,0,52,0,368,0,0,965,1,2
3904,0,1,1,Jewish,453,1902,188,227,213,163,123,85,105,133,142,142,110,73,56,51,39,46,51,0,0,0,0,51,0,360,0,0,783,1,2
3905,0,1,1,Jewish,619,1423,104,96,86,73,82,90,83,83,74,73,64,60,68,79,91,211,149,0,74,24,24,25,0,180,0,218,564,1,2
3906,0,1,1,Jewish,1043,2740,259,224,193,163,277,254,176,163,137,131,121,122,126,122,105,160,280,0,0,0,0,280,0,497,1300,0,1153,1,2
3907,0,1,1,Jewish,755,2080,209,180,156,132,145,153,142,132,110,105,98,98,101,98,85,129,151,0,0,0,0,151,0,1057,0,0,874,1,2
3908,0,1,1,Jewish,1140,3780,380,328,284,240,264,278,258,240,201,192,178,179,185,179,154,234,4726,0,2541,1155,924,105,0,740,0,0,1588,1,2
3909,0,1,1,Jewish,884,2033,149,138,123,104,117,128,119,119,106,105,91,86,97,113,130,301,215,0,106,35,35,38,0,271,0,0,805,1,2
3910,0,1,1,Jewish,1388,3193,234,217,193,164,184,202,188,187,166,165,144,135,152,177,205,473,336,0,138,55,83,58,0,408,0,0,1265,1,2
3911,0,1,1,Jewish,1309,2823,196,182,162,235,198,173,158,156,140,138,121,113,128,149,172,397,290,0,0,0,0,290,0,369,1592,679,1062,1,2
3912,0,1,1,Jewish,561,1292,94,87,78,66,74,81,76,75,67,66,58,54,61,71,83,191,2481,0,1382,460,460,177,0,1245,0,0,512,1,2
3913,0,1,1,Jewish,568,1306,95,88,79,67,75,82,77,76,68,67,59,55,62,72,84,193,113,0,0,0,0,113,0,792,0,0,517,1,2
4001,0,1,1,U_Orthodox,949,4270,716,586,524,396,358,297,234,205,157,128,117,111,105,92,83,152,429,0,185,56,42,144,0,940,0,507,1039,1,2
4002,0,1,1,U_Orthodox,2117,6212,676,530,577,1255,956,446,228,182,153,169,198,206,206,155,109,159,567,0,220,67,50,228,0,1109,0,2278,1551,1,2
4003,0,1,1,U_Orthodox,492,2123,274,215,234,243,267,168,92,74,62,68,80,84,84,63,44,64,209,0,66,36,44,61,0,417,0,227,564,1,2
4004,0,1,1,U_Orthodox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72,0,504,0,794,0,1,2
4005,0,1,1,U_Orthodox,1671,3174,236,185,201,1105,638,186,79,63,53,59,69,72,72,54,38,55,337,0,24,58,14,239,0,1127,0,1777,707,1,2
4006,0,1,1,Jewish,286,1201,118,143,135,103,77,54,66,84,90,89,69,46,35,32,24,29,484,0,5,28,22,427,0,2994,0,0,494,1,2
4007,0,1,1,U_Orthodox,335,1509,253,207,185,140,126,105,82,72,55,45,41,39,37,32,29,53,153,0,50,25,25,52,0,341,0,262,367,1,2
4008,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4009,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4010,0,1,1,U_Orthodox,1027,4621,775,634,567,429,387,322,253,222,170,139,127,120,114,100,90,164,448,0,184,61,61,140,0,984,0,407,1125,1,2
4011,0,1,1,U_Orthodox,2072,3914,311,244,266,1277,759,239,105,84,70,77,91,95,95,71,50,73,539,0,110,34,25,369,0,1790,0,3372,888,1,2
4101,0,1,1,Jewish,4738,11405,866,1046,983,2512,1372,484,483,613,655,653,507,338,257,234,181,212,894,0,208,83,125,477,0,2387,0,2737,3601,1,2
4102,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4103,0,1,1,Jewish,1027,1406,0,0,0,179,764,462,0,0,0,0,0,0,0,0,0,0,3124,0,284,663,947,1228,0,893,8443,1308,493,1,2
4104,0,1,1,U_Orthodox,657,3039,393,308,335,348,382,241,132,106,89,98,115,120,120,90,63,92,798,0,140,210,350,97,0,679,0,326,807,1,2
4105,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,550,1650,3300,0,0,0,0,0,0,1,2
4201,0,1,1,Jewish,2594,7965,802,692,598,506,557,585,544,506,423,404,375,377,390,378,326,495,688,0,207,155,155,169,0,1174,0,57,3347,1,2
4202,0,1,1,Jewish,2165,6121,616,532,460,389,428,450,418,389,325,311,288,290,299,290,250,380,585,0,173,129,129,152,0,1070,0,0,2572,1,2
4301,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4302,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4074,0,1018,2851,203,0,0,0,0,0,0,1,2
4303,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325,0,1552,2070,1552,149,0,0,1187,0,0,1,2
4304,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4305,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,488,0,0,56,0,393,0,0,0,1,2
4306,0,1,1,Jewish,490,1715,172,149,128,109,119,126,117,109,91,87,80,81,84,81,70,106,3057,0,759,2125,151,21,0,148,0,0,720,1,2
4307,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373,0,1011,1349,1011,0,0,0,0,0,0,1,2
4401,0,1,1,Jewish,723,2745,276,238,206,174,192,201,187,174,146,139,129,130,134,130,112,170,208,0,43,43,57,63,0,444,0,0,1153,1,2
4402,0,1,1,Jewish,2741,5619,203,240,307,1478,926,351,179,149,180,245,292,297,274,201,124,167,475,0,102,51,51,270,0,1270,0,1870,1792,1,2
4403,0,1,1,Jewish,916,3948,397,343,296,250,276,290,270,251,210,200,186,187,193,187,161,245,278,0,91,64,27,95,0,651,0,260,1659,1,2
4404,0,1,1,Jewish,552,1972,198,171,148,125,137,145,134,125,104,100,93,93,96,93,80,122,156,0,55,38,16,46,0,322,0,0,828,1,2
4405,0,1,1,Jewish,793,3332,330,398,374,286,216,149,184,233,249,248,193,128,98,89,69,80,245,0,47,79,31,86,0,605,0,0,1371,1,2
4406,0,1,1,Jewish,1312,4987,259,306,392,438,518,374,228,190,230,313,372,379,350,256,159,213,425,0,104,104,52,162,0,1140,0,198,2287,1,2
4407,0,1,1,Jewish,303,1151,60,70,90,101,119,86,52,43,53,72,86,87,81,59,36,49,28,0,0,0,0,28,0,199,0,0,528,1,2
4501,0,1,1,Jewish,1496,3948,318,384,361,762,429,169,177,225,241,240,186,124,94,86,66,78,296,0,76,30,45,143,0,745,0,755,1324,1,2
4502,0,1,1,Jewish,1758,7371,742,640,554,468,515,542,504,468,392,374,347,349,361,350,302,458,521,0,175,70,105,170,0,1191,0,0,3097,1,2
4503,0,1,1,Jewish,2528,8849,891,769,665,562,618,650,605,562,470,449,417,419,433,420,362,549,702,0,353,75,75,197,0,1380,0,0,3718,1,2
4504,0,1,1,Jewish,3189,9688,856,739,639,540,1303,1098,581,541,452,432,401,402,416,403,348,528,674,0,288,96,96,194,0,1332,0,78,4088,1,2
4505,0,1,1,Jewish,1113,4876,491,423,366,309,341,358,333,310,259,247,230,231,238,231,199,303,334,0,89,44,89,111,0,780,0,0,2049,1,2
4506,0,1,1,Jewish,1803,6145,618,534,461,390,429,451,420,390,326,312,289,291,301,291,251,381,487,0,180,72,108,126,0,886,0,0,2582,1,2
4507,0,1,1,Jewish,748,2488,250,216,187,158,174,182,170,158,132,126,117,117,121,118,101,154,206,0,89,29,29,56,0,398,0,0,1045,1,2
4508,0,1,1,Jewish,2264,10456,1052,908,786,664,731,768,715,665,556,531,493,495,512,496,428,649,1039,0,162,162,487,226,0,1582,0,0,4394,1,2
4601,0,1,1,Jewish,1237,4070,409,353,305,258,284,299,278,258,216,206,192,192,199,193,166,252,339,0,148,37,61,91,0,642,0,0,1710,1,2
4602,0,1,1,Jewish,345,1449,143,173,162,124,94,65,80,101,108,108,84,56,42,38,30,35,94,0,34,17,17,25,0,177,0,0,596,1,2
4603,0,1,1,Jewish,812,3085,160,189,242,271,320,231,141,117,142,193,230,234,217,158,98,132,237,0,113,16,32,74,0,523,0,0,1415,1,2
4604,0,1,1,Jewish,914,2919,293,253,219,185,204,214,199,185,155,148,137,138,143,138,119,181,247,0,91,36,54,64,0,454,0,0,1226,1,2
4605,0,1,1,Jewish,2866,9684,966,834,721,666,696,708,656,610,510,488,453,454,470,456,393,596,795,0,278,111,167,238,0,1568,0,474,4035,1,2
4606,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,24,96,11,0,77,0,0,0,1,2
4607,0,1,1,Jewish,608,2310,120,141,181,203,240,173,106,88,106,145,172,175,162,118,73,99,176,0,60,24,36,55,0,387,0,0,1059,1,2
4608,0,1,1,Jewish,1305,4358,438,378,327,277,304,320,298,277,231,221,205,206,213,206,178,270,355,0,182,26,52,94,0,662,0,0,1831,1,2
4611,0,1,1,Jewish,600,2521,249,301,283,217,163,113,139,176,188,188,146,97,74,67,52,61,169,0,60,30,30,49,0,348,0,0,1037,1,2
4612,0,1,1,Jewish,461,1752,91,107,137,154,182,131,80,66,81,110,131,133,123,90,55,75,159,0,46,23,23,66,0,468,0,0,803,1,2
4701,0,1,1,Jewish,376,1431,144,124,107,91,100,105,97,91,76,72,67,67,70,68,58,88,113,0,41,15,11,38,7,267,0,0,601,1,2
4702,0,1,1,Jewish,440,1675,168,145,125,106,117,123,114,106,89,85,79,79,82,79,68,104,132,0,48,17,13,44,8,311,0,0,704,1,2
4703,0,1,1,Jewish,1108,4655,461,556,523,400,301,209,257,326,348,347,270,179,137,124,96,113,1631,0,75,1050,375,131,0,921,0,0,1915,1,2
4704,0,1,1,Jewish,1504,6317,625,755,710,544,409,284,348,442,473,472,366,244,186,169,131,153,503,0,186,93,93,131,0,922,0,0,2599,1,2
4705,0,1,1,Jewish,956,4018,397,480,451,346,260,180,221,281,301,300,233,155,118,107,83,97,275,0,95,47,47,83,0,586,0,0,1653,1,2
4706,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4707,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4708,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4709,0,1,1,Jewish,253,964,97,83,72,61,67,70,65,61,51,48,45,45,47,45,39,59,76,0,27,10,7,25,5,178,0,0,405,1,2
4712,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4713,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4714,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,1155,144,144,0,0,0,0,0,0,1,2
4715,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699,0,369,3329,0,0,0,0,0,0,0,1,2
4716,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105,0,93,469,1315,1225,0,0,7275,0,0,1,2
4717,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0,320,640,2240,0,0,0,0,0,0,1,2
4718,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,68,344,963,0,0,0,0,0,0,1,2
4801,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4802,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,164,0,1153,0,0,0,1,2
4803,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4804,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4805,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4901,0,1,1,Jewish,827,2805,282,243,210,178,196,206,191,178,149,142,132,132,137,133,114,174,340,0,107,33,24,174,0,1223,0,0,1178,1,2
4902,0,1,1,Jewish,1142,3851,387,334,289,244,269,283,263,244,204,195,181,182,188,182,157,239,318,0,91,68,68,89,0,626,0,0,1618,1,2
4903,0,1,1,Jewish,1729,3718,237,219,195,166,479,399,190,189,169,167,145,136,154,179,207,479,909,0,112,84,84,628,0,441,2985,0,1492,1,2
4904,0,1,1,Jewish,781,1797,132,122,108,92,104,113,106,105,94,92,81,76,86,99,115,266,191,0,109,15,31,35,0,245,0,0,712,1,2
4905,0,1,1,Jewish,2056,4729,347,321,286,243,273,299,278,277,247,244,213,200,226,262,304,701,526,0,205,82,123,115,0,807,0,0,1874,1,2
4906,0,1,1,Jewish,1598,4940,481,415,359,409,386,351,327,304,254,243,225,226,234,227,196,297,1705,0,187,57,43,1416,0,1074,7960,470,2010,1,2
4907,0,1,1,Jewish,409,1718,170,205,193,148,111,77,94,120,128,128,99,66,50,46,35,41,138,0,32,32,16,56,0,397,0,0,707,1,2
5001,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20582,0,2054,17463,1027,36,0,0,224,0,0,1,2
5002,0,1,1,Jewish,462,462,0,0,0,307,140,14,0,0,0,0,0,0,0,0,0,0,8283,0,825,7016,412,28,0,0,0,734,0,1,2
5003,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5004,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5101,0,1,1,U_Orthodox,824,5558,1093,1067,966,543,340,232,258,347,320,168,74,42,27,23,22,28,463,0,94,71,71,226,0,1414,0,1118,1117,1,2
5102,0,1,1,U_Orthodox,644,2849,475,389,347,273,242,197,155,136,104,85,78,74,70,61,55,101,341,0,94,47,47,152,0,1022,0,319,692,1,2
5103,0,1,1,U_Orthodox,962,4333,727,595,531,402,363,302,237,208,159,130,119,113,107,94,84,154,441,0,173,57,57,152,0,994,0,381,1055,1,2
5104,0,1,1,U_Orthodox,1457,5865,951,778,695,660,533,401,311,272,209,171,156,147,139,123,110,202,590,0,245,75,56,212,0,1168,0,1863,1412,1,2
5105,0,1,1,U_Orthodox,1850,6853,785,615,670,1218,1000,505,265,211,178,196,230,240,240,180,127,184,865,0,208,64,48,544,0,3337,0,2068,1741,1,2
5106,0,1,1,U_Orthodox,806,4904,946,923,836,531,322,205,223,300,277,145,64,37,24,20,19,24,394,0,133,40,30,189,0,1254,0,327,983,1,2
5107,0,1,1,U_Orthodox,531,2385,400,327,292,223,200,166,130,114,87,71,65,62,58,51,46,85,325,0,123,19,47,135,0,894,0,470,580,1,2
5108,0,1,1,Jewish,1124,3086,294,254,219,293,254,219,200,186,155,148,138,138,143,138,119,181,82,0,0,0,0,82,0,475,0,456,1229,1,2
5109,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5110,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5111,0,1,1,U_Orthodox,750,3377,566,463,414,313,283,235,185,162,124,101,93,88,83,73,65,120,318,0,112,56,56,92,0,635,0,297,822,1,2
5112,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5201,0,1,1,U_Orthodox,1448,5782,704,552,601,849,787,443,237,189,160,176,206,215,215,162,114,165,580,0,166,66,99,247,0,1328,0,2425,1502,1,2
5202,0,1,1,U_Orthodox,1529,5368,705,622,640,1101,787,310,166,140,174,234,161,110,82,53,38,35,506,0,136,41,31,297,0,1734,0,1215,1210,1,2
5203,0,1,1,U_Orthodox,751,3380,567,464,414,314,283,235,185,162,124,102,93,88,83,73,65,120,256,0,0,0,0,256,0,674,887,802,823,1,2
5204,0,1,1,U_Orthodox,439,2416,312,245,266,277,303,192,105,84,71,78,91,95,95,72,50,73,114,0,14,4,3,91,0,612,0,259,642,1,2
5205,0,1,1,U_Orthodox,746,4106,531,416,453,471,516,326,179,143,120,132,155,162,162,122,86,125,144,0,0,0,0,144,0,1011,0,440,1091,1,2
5206,0,1,1,U_Orthodox,177,799,134,109,98,74,67,55,43,38,29,24,22,20,19,17,15,28,1701,0,251,1341,83,25,0,176,0,70,194,1,2
5207,0,1,1,U_Orthodox,1473,5273,698,616,634,1061,768,307,164,139,173,232,160,109,81,52,38,35,265,0,0,0,0,265,0,956,546,926,1192,1,2
5208,0,1,1,U_Orthodox,1284,5772,968,792,708,538,484,402,316,277,212,174,159,150,142,125,112,205,733,0,250,76,57,349,0,2344,0,563,1405,1,2
5209,0,1,1,U_Orthodox,1280,4527,700,573,512,623,457,301,229,200,154,126,115,108,103,90,81,149,600,0,139,69,69,321,0,1591,298,1692,1074,1,2
5210,0,1,1,U_Orthodox,1519,5449,629,493,537,946,789,405,212,169,143,157,184,192,192,144,101,148,827,0,182,56,42,547,0,1419,1634,2741,1389,1,2
5211,0,1,1,U_Orthodox,1966,4449,427,334,364,1144,762,297,144,115,97,106,125,130,130,98,69,100,659,0,135,49,61,413,0,1941,0,5131,1066,1,2
5212,0,1,1,U_Orthodox,1913,5752,632,495,539,1140,878,413,213,170,143,157,185,193,193,145,102,148,893,0,219,46,46,580,0,3029,233,4667,1439,1,2
5213,0,1,1,U_Orthodox,1810,5848,648,508,553,1132,882,423,219,174,147,162,190,198,198,149,105,152,536,0,205,43,43,243,0,1259,0,1659,1469,1,2
5214,0,1,1,U_Orthodox,1026,3469,397,311,338,618,507,256,134,107,90,99,116,121,121,91,64,93,704,0,131,28,28,516,0,659,2335,1525,881,1,2
5301,0,1,1,U_Orthodox,613,1770,249,204,182,326,211,112,81,71,54,44,41,38,36,32,29,53,189,0,44,29,24,90,0,413,0,966,408,1,2
5302,0,1,1,U_Orthodox,1870,5153,708,579,518,1003,661,308,231,203,155,127,116,110,104,91,82,150,198,0,0,0,0,198,0,1001,0,1531,1174,1,2
5303,0,1,1,Jewish,2356,8433,823,711,614,687,656,603,559,520,435,415,385,387,400,388,335,508,227,0,0,0,0,227,0,1403,0,652,3437,1,2
5304,0,1,1,U_Orthodox,704,2130,296,242,216,300,307,194,96,84,65,53,48,46,43,38,34,62,250,0,0,0,0,250,0,716,677,1428,520,1,2
5305,0,1,1,U_Orthodox,1989,8000,1285,1051,940,831,793,605,420,368,282,231,211,199,189,166,149,273,328,0,0,0,0,328,0,2067,0,990,1952,1,2
5306,0,1,1,U_Orthodox,920,4144,695,569,508,385,347,289,227,199,152,125,114,108,102,90,80,147,176,0,0,0,0,176,0,1223,0,365,1009,1,2
5307,0,1,1,Jewish,189,793,78,94,89,68,51,35,43,55,59,59,46,30,23,21,16,19,58,0,26,5,5,20,0,146,0,0,326,1,2
