TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed,slope,urban
303,0,1,1,Arab,622,2648,232,206,206,237,192,154,154,154,180,128,154,128,128,103,103,180,508,0,294,90,67,56,0,364,0,759,670,1,2
304,0,1,1,Arab,1123,4831,433,385,385,386,349,291,288,288,288,288,240,240,240,240,144,337,1041,0,526,162,121,230,0,1515,0,627,1218,1,2
401,0,1,1,Jewish,251,251,0,0,0,167,76,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,381,0,1,2
402,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
403,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
404,0,1,1,Jewish,360,829,60,56,50,42,47,52,48,48,43,42,37,35,39,46,53,122,16,0,0,0,0,16,0,113,0,0,328,1,2
405,0,1,1,Jewish,233,537,39,36,32,27,31,34,31,31,28,27,24,22,25,29,34,79,1638,0,814,325,488,10,0,73,0,0,213,1,2
406,0,1,1,Jewish,368,847,62,57,51,43,49,53,49,49,44,43,38,35,40,47,54,125,96,0,55,11,7,22,0,114,0,175,335,1,2
407,0,1,1,Jewish,159,367,27,25,22,18,21,23,21,21,19,19,16,15,17,20,23,54,6,0,0,0,0,6,0,48,0,0,145,1,2
408,0,1,1,Jewish,257,591,43,40,35,30,34,37,34,34,30,30,26,25,28,32,38,87,725,0,436,100,134,53,0,80,63,0,234,1,2
409,0,1,1,U_Orthodox,266,1197,200,164,146,111,100,83,65,57,44,36,33,31,29,26,23,42,5657,0,4498,562,562,34,0,244,0,105,291,1,2
501,0,1,1,Jewish,806,1854,136,126,112,95,107,117,109,108,96,95,83,78,88,103,119,275,400,0,109,182,72,35,0,248,0,0,735,1,2
502,0,1,1,Jewish,541,1245,91,84,75,64,72,78,73,72,65,64,56,52,59,69,80,184,414,0,156,156,78,23,0,167,0,0,493,1,2
503,0,1,1,Jewish,879,2023,148,137,122,104,117,128,119,118,105,104,91,85,96,112,130,300,672,0,279,167,111,112,0,784,0,0,802,1,2
504,0,1,1,Jewish,234,538,39,36,32,27,31,34,31,31,28,27,24,22,25,29,34,79,205,0,19,78,97,10,0,73,0,0,213,1,2
505,0,1,1,Jewish,1093,2515,184,171,152,129,145,159,148,147,131,130,113,106,120,139,161,372,266,0,87,87,43,47,0,332,0,0,996,1,2
506,0,1,1,Jewish,558,1284,94,87,77,66,74,81,75,75,67,66,57,54,61,71,82,190,477,0,134,134,67,142,0,995,0,0,509,1,2
507,0,1,1,Jewish,577,1327,97,90,80,68,76,84,78,77,69,68,59,56,63,73,85,196,259,0,70,93,70,25,0,180,0,0,526,1,2
508,0,1,1,Jewish,864,4496,452,390,338,285,314,330,307,286,239,228,212,213,220,213,184,279,340,0,93,70,70,106,0,729,0,229,1889,1,2
509,0,1,1,Jewish,473,828,46,42,38,166,96,45,37,36,32,32,28,26,30,34,40,93,357,0,38,51,38,230,0,1495,0,497,248,1,2
510,0,1,1,Jewish,112,259,19,17,15,13,15,16,15,15,13,13,11,10,12,14,16,38,1896,0,815,652,163,265,0,34,1114,0,102,1,2
511,0,1,1,Jewish,1398,3217,236,218,194,165,186,203,189,188,168,166,145,136,153,178,206,477,669,0,243,243,121,61,0,430,0,0,1275,1,2
601,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
602,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5630,0,0,3941,1689,0,0,0,0,0,0,1,2
603,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887,0,0,443,443,0,0,0,0,0,0,1,2
604,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,45,68,341,0,0,0,0,0,0,1,2
605,0,1,1,Jewish,792,1823,133,123,110,94,105,115,107,106,95,94,82,77,87,101,117,270,1300,0,63,31,63,1141,0,247,636,0,722,1,2
606,0,1,1,Jewish,509,764,0,0,0,0,458,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,1,2
607,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959,0,197,2771,989,0,0,0,0,0,0,1,2
608,0,1,1,Jewish,34,115,11,10,8,7,8,8,7,7,6,5,5,5,5,5,4,7,5259,0,122,1713,611,2812,0,2631,9198,0,48,1,2
609,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9194,0,459,6436,2298,0,0,0,0,0,0,1,2
610,0,1,1,Jewish,160,672,66,80,75,57,43,30,37,47,50,50,39,25,19,18,13,16,6471,0,645,4521,1291,11,0,82,0,0,276,1,2
611,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,0,799,1599,266,0,0,0,0,0,0,1,2
701,0,1,1,Jewish,1000,4200,415,502,472,361,272,188,232,294,314,313,243,162,123,112,87,101,5581,0,545,4367,545,122,0,856,0,0,1728,1,2
702,0,1,1,Jewish,1121,4260,429,370,320,270,297,313,291,271,226,216,201,201,208,202,174,264,18848,0,3750,9375,5625,97,0,681,0,0,1790,1,2
703,0,1,1,Jewish,200,840,83,100,94,72,54,37,46,58,62,62,48,32,24,22,17,20,9108,0,3634,4089,1363,22,0,155,0,0,345,1,2
704,0,1,1,Jewish,253,1065,105,127,119,91,69,47,58,74,79,79,61,41,31,28,22,25,4497,0,671,3135,671,18,0,130,0,0,438,1,2
705,0,1,1,Jewish,50,210,20,25,23,18,13,9,11,14,15,15,12,8,6,5,4,5,1095,0,872,218,0,5,0,38,0,0,86,1,2
706,0,1,1,Jewish,129,543,53,65,61,46,35,24,30,38,40,40,31,21,16,14,11,13,5748,0,4017,1721,0,9,0,66,0,0,223,1,2
707,0,1,1,U_Orthodox,67,371,48,37,41,42,46,29,16,12,10,12,14,14,14,11,7,11,2530,0,1002,1002,501,25,0,175,0,39,98,1,2
708,0,1,1,Jewish,370,1554,153,185,174,133,100,69,85,108,116,116,90,60,45,41,32,37,3890,0,1931,1931,0,27,0,190,0,0,639,1,2
801,0,1,1,Jewish,1097,4131,414,357,309,271,292,302,281,261,218,209,194,195,201,195,168,255,115,0,0,0,0,115,0,667,0,1147,1730,1,2
802,0,1,1,Jewish,762,2394,223,192,166,260,208,169,151,140,117,112,104,104,108,105,90,137,72,0,0,0,0,72,0,360,0,670,931,1,2
803,0,1,1,U_Orthodox,307,1385,232,190,170,128,116,96,76,66,51,41,38,36,34,30,27,49,39,0,0,0,0,39,0,277,0,122,337,1,2
804,0,1,1,Jewish,198,456,33,31,27,23,26,28,26,26,23,23,20,19,21,25,29,67,210,0,0,0,0,210,0,60,1024,0,181,1,2
805,0,1,1,U_Orthodox,376,1955,253,198,215,224,245,155,85,68,57,63,74,77,77,58,40,59,327,0,104,104,52,65,0,387,0,220,519,1,2
806,0,1,1,Jewish,820,2107,212,183,158,133,147,154,144,134,112,107,99,99,103,100,86,130,419,0,0,0,0,419,0,491,334,0,885,1,2
807,0,1,1,Jewish,624,1644,165,142,123,104,115,120,112,104,87,83,77,77,80,78,67,102,37,0,0,0,0,37,0,260,0,0,691,1,2
808,0,1,1,Jewish,1022,2536,255,220,190,161,177,186,173,161,134,128,119,120,124,120,103,157,59,0,0,0,0,59,0,414,0,0,1066,1,2
809,0,1,1,Jewish,756,2875,289,249,216,182,201,211,196,182,152,146,135,136,140,136,117,178,1874,0,906,543,362,62,0,424,0,45,1208,1,2
810,0,1,1,Jewish,1213,4610,464,400,346,293,322,339,315,293,245,234,217,218,225,218,188,286,2666,0,2050,256,256,103,0,726,0,0,1937,1,2
901,0,1,1,U_Orthodox,1296,5834,979,801,716,542,489,406,320,280,215,176,160,152,144,126,113,208,721,0,32,19,12,656,0,2540,1728,513,1420,1,2
902,0,1,1,U_Orthodox,445,2006,336,275,246,186,168,139,110,96,74,60,55,52,49,43,39,71,3191,0,1872,624,624,71,0,415,0,288,488,1,2
903,0,1,1,U_Orthodox,1918,5989,878,718,642,987,668,389,287,251,193,158,144,136,129,113,102,186,6467,0,4005,1232,924,305,0,1775,0,1327,1399,1,2
904,0,1,1,U_Orthodox,514,3346,520,459,472,403,395,210,122,103,128,173,119,81,60,39,28,26,2709,0,783,1437,391,96,0,663,0,323,792,1,2
905,0,1,1,U_Orthodox,676,2123,235,184,200,410,321,154,79,63,53,58,69,71,71,54,38,55,455,0,22,29,22,381,0,2339,172,365,533,1,2
906,0,1,1,U_Orthodox,814,3616,604,494,442,345,306,251,197,173,132,108,99,94,88,78,70,128,415,0,136,54,82,141,0,891,0,1188,879,1,2
907,0,1,1,U_Orthodox,1049,4470,738,604,539,458,391,306,241,211,162,132,121,114,108,95,85,157,629,0,213,71,71,274,0,1617,0,1868,1081,1,2
908,0,1,1,U_Orthodox,938,4223,708,579,518,392,354,294,231,203,155,127,116,110,104,91,82,150,478,0,198,66,66,148,0,1007,0,372,1028,1,2
1001,0,1,1,Jewish,346,1212,122,105,91,77,84,89,82,77,64,61,57,57,59,57,49,75,4284,0,213,640,3415,14,0,104,0,0,509,1,2
1002,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148,0,0,0,0,4148,0,0,21009,0,0,1,2
1003,0,1,1,Jewish,207,727,73,63,54,46,50,53,49,46,38,36,34,34,35,34,29,45,50,0,20,10,10,8,0,62,0,0,305,1,2
1004,0,1,1,Jewish,3563,6009,117,101,87,73,2989,2024,79,74,61,59,54,55,57,55,47,72,89,0,6,46,13,23,0,161,0,0,2594,1,2
1101,0,1,1,Arab,2293,9471,1031,1031,1031,937,750,656,656,656,562,468,375,281,281,281,187,281,1097,137,275,137,137,409,0,2865,0,0,2283,1,2
1102,0,1,1,Arab,1071,4492,489,489,489,444,355,311,311,311,266,222,177,133,133,133,88,133,1974,364,546,728,182,152,0,1068,0,0,1082,1,2
1103,0,1,1,Arab,1278,5303,577,577,577,525,420,367,367,367,315,262,210,157,157,157,105,157,585,76,153,76,76,201,0,1411,0,0,1278,1,2
1104,0,1,1,Arab,1518,6221,677,677,677,615,492,431,431,431,369,307,246,184,184,184,123,184,685,91,182,91,91,230,0,1611,0,0,1499,1,2
1201,0,1,1,Arab,3879,16066,1622,1622,1622,1460,1298,1135,1135,1135,973,811,649,486,649,486,324,649,1898,116,581,232,232,734,0,5142,0,0,4009,1,2
1202,0,1,1,Arab,1034,4351,439,439,439,395,351,307,307,307,263,219,175,131,175,131,87,175,412,31,186,46,46,102,0,715,0,0,1085,1,2
1203,0,1,1,Arab,792,3334,336,336,336,303,269,235,235,235,202,168,134,101,134,101,67,134,358,23,142,35,35,120,0,841,0,0,832,1,2
1204,0,1,1,Arab,1830,7684,776,776,776,698,620,543,543,543,465,388,310,232,310,232,155,310,863,54,329,82,82,313,0,2197,0,0,1917,1,2
1205,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1206,0,1,1,Arab,1902,7928,800,800,800,720,640,560,560,560,480,400,320,240,320,240,160,320,2246,197,788,394,591,275,0,1926,0,0,1978,1,2
1207,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1301,0,1,1,Arab,1043,4695,460,414,414,414,368,322,322,322,276,276,230,184,184,138,138,230,119,0,0,0,0,119,0,836,0,0,1208,1,2
1302,0,1,1,Arab,874,3935,385,347,347,347,308,270,270,270,231,231,192,154,154,115,115,192,165,0,0,0,0,165,0,1145,0,35,1013,1,2
1303,0,1,1,Arab,749,3371,330,297,297,297,264,231,231,231,198,198,165,132,132,99,99,165,1710,242,484,322,564,97,0,679,0,0,867,1,2
1304,0,1,1,Arab,859,3869,379,341,341,341,303,265,265,265,227,227,189,151,151,113,113,189,637,0,264,88,88,197,0,1365,0,117,996,1,2
1305,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,70,140,489,0,0,0,0,0,0,1,2
1306,0,1,1,Arab,783,3525,345,311,311,311,276,241,241,241,207,207,172,138,138,103,103,172,712,63,381,127,63,76,0,532,0,0,907,1,2
1401,0,1,1,Jewish,1316,3026,222,205,183,156,175,191,178,177,158,156,136,128,144,168,194,448,341,0,184,52,26,78,0,546,0,0,1199,1,2
1402,0,1,1,Jewish,1416,4959,499,431,372,315,346,364,339,315,263,252,233,234,242,235,203,308,385,0,170,56,56,102,0,718,0,0,2084,1,2
1403,0,1,1,Jewish,539,1889,190,164,142,120,132,138,129,120,100,96,89,89,92,89,77,117,168,0,64,21,21,60,0,422,0,0,794,1,2
1404,0,1,1,Jewish,268,1020,53,62,80,89,106,76,46,38,47,64,76,77,71,52,32,43,248,0,178,22,22,24,0,172,0,0,468,1,2
1405,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10712,0,0,8570,2142,0,0,0,0,0,0,1,2
2001,0,1,1,Jewish,235,825,83,71,62,52,57,60,56,52,43,41,38,39,40,39,33,51,65,0,23,23,0,18,0,127,0,0,346,1,2
2101,0,1,1,Arab,2201,10866,1183,1183,1183,1075,968,860,753,753,645,537,430,322,322,215,215,215,1058,0,363,165,132,398,0,2789,0,0,2688,1,2
2102,0,1,1,Arab,2029,9133,931,931,931,838,745,652,652,652,559,465,372,372,279,279,186,279,998,0,334,152,121,389,0,2724,0,0,2301,1,2
2103,0,1,1,Arab,1629,7282,743,743,743,668,594,520,520,520,445,371,297,297,222,222,148,222,669,0,268,122,97,180,0,1265,0,0,1835,1,2
2201,0,1,1,Arab,1857,7546,770,770,770,693,616,539,539,539,462,385,308,308,231,231,154,231,966,0,306,139,111,409,0,2868,0,0,1901,1,2
2202,0,1,1,Arab,2201,9157,934,934,934,841,747,654,654,654,560,467,373,373,280,280,186,280,940,0,363,165,132,280,0,1961,0,0,2307,1,2
2203,0,1,1,Arab,1740,7190,733,733,733,660,586,513,513,513,440,366,293,293,220,220,146,220,709,0,287,130,104,187,0,1312,0,0,1811,1,2
2301,0,1,1,Arab,1893,7945,819,819,819,737,655,573,573,573,491,409,327,245,245,245,163,245,819,0,312,142,113,251,0,1759,0,0,1981,1,2
2302,0,1,1,Arab,1763,7622,785,785,785,707,628,550,550,550,471,392,314,235,235,235,157,235,689,26,291,105,105,160,0,1124,0,0,1900,1,2
2303,0,1,1,Arab,3619,15333,1580,1580,1580,1422,1264,1106,1106,1106,948,790,632,474,474,474,316,474,1470,54,597,217,217,384,0,2690,0,0,3823,1,2
2401,0,1,1,Arab,2237,11249,1225,1225,1225,1113,1002,891,779,779,668,556,445,334,334,222,222,222,989,33,369,134,134,318,0,2228,0,0,2783,1,2
2402,0,1,1,Arab,3812,18045,1965,1965,1965,1786,1608,1429,1250,1250,1072,893,714,536,536,357,357,357,1485,57,629,228,228,341,0,2393,0,0,4465,1,2
2403,0,1,1,Arab,2043,10411,1133,1133,1133,1030,927,824,721,721,618,515,412,309,309,206,206,206,947,30,337,122,122,334,0,2344,0,0,2576,1,2
2404,0,1,1,Arab,1906,8506,926,926,842,842,758,673,589,589,505,421,336,252,252,252,168,168,899,28,314,114,114,327,0,2293,0,0,2105,1,2
2501,0,1,1,Arab,3625,16135,1757,1757,1597,1597,1437,1278,1118,1118,958,798,639,479,479,479,319,319,1628,61,676,246,246,397,0,2785,0,0,3994,1,2
2502,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2504,0,1,1,Arab,1908,8038,811,811,811,730,649,568,568,568,568,405,324,243,324,243,162,243,2693,112,1241,451,451,435,0,3050,0,0,2046,1,2
2505,0,1,1,Arab,1470,6514,709,709,644,644,580,515,451,451,386,322,257,193,193,193,128,128,1099,22,242,88,88,658,0,4611,0,0,1612,1,2
3001,0,1,1,Jewish,602,2109,212,183,158,134,147,155,144,134,112,107,99,99,103,100,86,131,3736,184,1109,2034,369,38,0,267,0,0,886,1,2
3002,0,1,1,Jewish,587,2054,206,178,154,130,143,151,140,130,109,104,96,97,100,97,84,127,3330,328,985,1642,328,45,0,315,0,0,863,1,2
3003,0,1,1,Jewish,1738,7043,689,832,782,653,478,313,384,487,521,520,404,269,205,186,144,169,6154,595,2383,2383,595,195,0,1312,0,274,2865,1,2
3004,0,1,1,Jewish,891,2047,162,140,121,387,243,133,110,102,86,82,76,76,79,76,66,100,6482,1607,1607,2572,643,51,0,198,0,532,680,1,2
3005,0,1,1,Jewish,185,649,65,56,48,41,45,47,44,41,34,33,30,30,31,30,26,40,3400,138,828,1657,138,638,0,67,6791,0,272,1,2
3006,0,1,1,Jewish,445,1559,156,135,117,99,109,114,106,99,82,79,73,73,76,74,63,96,3614,0,1071,2142,357,42,0,172,112,0,655,1,2
3101,0,1,1,Jewish,2742,5902,410,380,338,494,418,364,329,327,292,288,252,236,267,310,359,828,122,0,0,0,0,122,0,742,0,317,2215,1,2
3102,0,1,1,Jewish,1830,7686,761,918,863,661,498,345,424,538,576,574,446,297,226,206,159,186,582,0,183,91,91,216,0,1517,0,0,3163,1,2
3103,0,1,1,Jewish,699,2937,290,351,330,253,190,132,162,205,220,219,170,113,86,78,61,71,509,0,204,143,61,99,0,699,0,0,1209,1,2
3104,0,1,1,Jewish,1300,4113,414,357,309,261,287,302,281,261,218,209,194,194,201,195,168,255,354,0,130,91,39,93,0,657,0,738,1728,1,2
3105,0,1,1,Jewish,393,1244,125,108,93,79,87,91,85,79,66,63,58,58,60,59,50,77,35,0,0,0,0,35,0,249,0,0,522,1,2
3106,0,1,1,Jewish,666,2035,205,176,153,129,142,149,139,129,108,103,96,96,99,96,83,126,1355,0,657,460,197,40,0,280,0,0,855,1,2
3107,0,1,1,Jewish,631,1927,194,167,144,122,134,141,131,122,102,97,90,91,94,91,78,119,41,0,0,0,0,41,0,287,0,0,810,1,2
3108,0,1,1,Jewish,853,2605,262,226,195,165,182,191,178,165,138,132,122,123,127,123,106,161,2022,0,953,667,286,114,0,804,0,0,1095,1,2
3109,0,1,1,Jewish,568,1307,96,88,79,67,75,82,77,76,68,67,59,55,62,72,84,193,77,0,0,0,0,77,0,540,0,0,518,1,2
3110,0,1,1,Jewish,308,708,52,48,42,36,41,44,41,41,37,36,32,29,33,39,45,105,75,0,12,24,24,13,0,94,0,0,280,1,2
3111,0,1,1,Jewish,494,1137,83,77,68,58,65,72,67,66,59,58,51,48,54,63,73,168,121,0,69,9,19,22,0,155,0,0,451,1,2
3112,0,1,1,Jewish,1724,3966,291,269,240,204,229,251,233,232,207,205,179,167,189,220,255,588,611,0,133,133,267,76,0,536,0,0,1572,1,2
3113,0,1,1,Jewish,492,2066,204,247,232,177,134,92,114,144,154,154,119,79,60,55,42,50,306,0,135,67,67,36,0,253,0,0,850,1,2
3201,0,1,1,Jewish,1278,5345,538,464,401,339,373,393,365,340,284,271,252,253,261,253,219,332,376,0,127,76,51,121,0,848,0,0,2246,1,2
3202,0,1,1,Jewish,1943,4470,328,303,270,230,258,283,263,261,233,231,201,189,213,248,287,662,467,0,194,97,97,78,0,550,0,0,1771,1,2
3203,0,1,1,Jewish,1266,4734,476,411,355,300,331,348,323,301,251,240,223,224,231,224,193,294,349,0,126,63,63,96,0,674,0,0,1989,1,2
3204,0,1,1,Jewish,1115,4339,436,377,326,275,303,319,296,275,230,220,204,205,212,206,177,269,362,0,111,55,55,139,0,975,0,0,1823,1,2
3205,0,1,1,Jewish,562,2330,234,202,175,148,162,171,159,148,123,118,109,110,114,110,95,144,177,0,73,22,16,64,0,452,0,0,979,1,2
3206,0,1,1,Jewish,353,812,59,55,49,41,47,51,47,47,42,42,36,34,38,45,52,120,128,0,49,7,14,57,0,102,270,0,322,1,2
3207,0,1,1,Jewish,647,2682,270,233,201,170,187,197,183,170,142,136,126,127,131,127,109,166,195,0,64,25,38,65,0,444,0,103,1127,1,2
3301,0,1,1,Jewish,2014,5819,494,597,561,970,596,236,275,349,374,373,289,193,147,134,103,121,478,0,118,59,59,240,0,1279,0,1593,2055,1,2
3302,0,1,1,Jewish,1346,5654,559,676,635,486,366,254,312,396,423,422,328,218,166,151,117,137,479,0,134,67,67,210,0,1474,0,0,2327,1,2
3303,0,1,1,Jewish,1466,6159,609,736,692,530,399,276,340,431,461,460,357,238,181,165,127,149,511,0,146,73,73,218,0,1529,0,0,2534,1,2
3304,0,1,1,Jewish,1410,5922,586,708,665,509,384,266,327,414,443,442,343,228,174,159,122,143,547,0,141,56,84,265,0,1841,0,47,2437,1,2
3305,0,1,1,Jewish,1110,4665,462,557,524,401,302,209,257,326,349,348,270,180,137,125,96,113,358,0,155,22,44,136,0,956,0,0,1920,1,2
