TAZ,yosh,in_jerusalem_metropolin,jerusalem_city,sector,hh_total,pop,age0_4,age5_9,age10_14,age15_19,age20_24,age25_29,age30_34,age35_39,age40_44,age45_49,age50_54,age55_59,age60_64,age65_69,age70_74,age75up,emp_tot,indus,com_hotel,business,public,education,agri,student,univ,UO_Hi_Ed,pop_emp_employed,slope,urban
3305,0,1,1,Jewish,1110,4221,219,259,331,371,438,317,193,161,195,265,315,321,296,217,134,181,364,0,155,22,44,141,0,992,0,0,1941,1,2
3306,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3307,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3308,0,1,1,Jewish,2053,8625,854,1031,969,742,559,387,476,604,646,644,500,333,254,231,179,209,691,0,287,41,82,280,0,1966,0,0,3559,1,2
3309,0,1,1,Jewish,1039,4366,432,522,490,376,283,196,241,305,327,326,253,168,128,117,90,106,331,0,103,51,51,123,0,865,0,0,1801,1,2
3310,0,1,1,Jewish,585,2459,243,294,276,211,159,110,135,172,184,183,142,95,72,66,51,59,176,0,58,29,29,59,0,418,0,0,1014,1,2
3401,0,1,1,Jewish,2144,8532,859,741,641,542,596,627,583,542,453,433,402,404,418,405,349,530,629,0,214,128,85,200,0,1388,0,195,3595,1,2
3402,0,1,1,Jewish,1331,5704,574,495,428,362,398,419,390,362,303,289,269,270,279,270,233,354,947,0,245,409,163,128,0,897,0,0,2403,1,2
3403,0,1,1,Jewish,1439,6166,620,536,463,391,431,453,421,392,328,313,290,292,302,292,252,383,432,0,143,71,71,144,0,1011,0,148,2598,1,2
3404,0,1,1,Jewish,291,1382,139,120,103,87,96,101,94,87,73,70,65,65,67,65,56,85,90,0,29,11,17,32,0,226,0,0,582,1,2
3405,0,1,1,Jewish,2359,11211,1128,974,842,712,784,824,766,713,596,569,528,531,549,532,459,696,732,0,235,94,141,260,0,1821,0,0,4723,1,2
3501,0,1,1,Jewish,939,4170,419,362,313,265,291,306,285,265,221,211,196,197,204,198,170,259,288,0,103,46,37,101,0,707,0,0,1757,1,2
3502,0,1,1,Jewish,1167,4509,454,391,338,286,315,331,308,286,239,229,212,213,220,214,184,280,335,0,128,35,70,102,0,717,0,0,1899,1,2
3503,0,1,1,Jewish,803,3104,312,269,233,197,217,228,212,197,165,157,146,147,152,147,127,192,238,0,88,40,32,77,0,505,0,104,1307,1,2
3504,0,1,1,Jewish,455,1911,189,228,214,164,123,85,105,133,143,142,110,73,56,51,39,46,150,0,45,22,22,59,0,414,0,0,788,1,2
3505,0,1,1,Jewish,574,2102,211,182,158,133,147,154,143,133,111,106,99,99,103,99,86,130,166,0,80,11,22,51,0,362,0,0,885,1,2
3506,0,1,1,Jewish,1631,6181,622,537,464,392,432,454,422,393,328,314,291,292,302,293,253,384,471,0,130,130,65,145,0,1015,0,0,2604,1,2
3507,0,1,1,Jewish,705,2833,285,246,212,180,198,208,193,180,150,143,133,134,138,134,116,176,210,0,56,56,28,69,0,486,0,0,1193,1,2
3508,0,1,1,Jewish,1077,4108,406,350,303,305,303,299,275,256,214,205,190,191,197,191,165,250,312,0,110,50,40,111,0,708,0,317,1700,1,2
3509,0,1,1,Jewish,800,3041,158,186,239,267,316,228,139,116,140,191,227,231,213,156,97,130,283,0,112,16,32,123,0,862,0,0,1398,1,2
3601,0,1,1,Arab,206,824,74,74,65,65,65,57,57,49,49,49,49,41,24,24,24,49,18,0,0,0,0,18,0,131,0,0,218,1,2
3602,0,1,1,Arab,1337,5432,488,488,434,434,434,380,380,325,325,325,325,271,162,162,162,325,247,0,0,0,0,247,0,1732,0,0,1440,1,2
3603,0,1,1,Arab,1093,4616,415,415,369,369,369,323,323,276,276,276,276,230,138,138,138,276,495,0,196,65,65,167,0,1169,0,0,1224,1,2
3604,0,1,1,Arab,1272,5287,475,475,423,423,423,370,370,317,317,317,317,264,158,158,158,317,475,38,229,38,76,93,0,653,0,0,1402,1,2
3605,0,1,1,Arab,655,2668,240,240,213,213,213,186,186,160,160,160,160,133,80,80,80,160,267,0,127,29,39,70,0,494,0,0,707,1,2
3606,0,1,1,Arab,1235,5148,463,463,411,411,411,360,360,308,308,308,308,257,154,154,154,308,495,0,222,74,74,124,0,872,0,0,1365,1,2
3607,0,1,1,Arab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
3608,0,1,0,Palestinian,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3609,0,1,1,Arab,727,3085,277,277,246,246,246,216,216,185,185,185,185,154,92,92,92,185,264,10,130,21,54,46,0,324,0,0,818,1,2
3610,0,1,1,Arab,1110,4678,421,421,374,374,374,327,327,280,280,280,280,233,140,140,140,280,407,33,199,33,66,74,0,521,0,0,1240,1,2
3701,0,1,1,Jewish,2384,7841,746,644,557,757,648,558,506,471,394,376,349,351,363,352,303,460,604,0,215,97,78,213,0,1203,0,1105,3123,1,2
3702,0,1,1,Jewish,1113,4833,486,420,363,307,338,355,330,307,257,245,228,228,236,229,198,300,339,0,111,44,66,117,0,820,0,0,2036,1,2
3703,0,1,1,Jewish,1313,5703,574,495,428,362,398,419,390,362,303,289,269,270,279,270,233,354,131,0,0,0,0,131,0,921,0,0,2403,1,2
3704,0,1,1,Jewish,924,3136,315,272,235,199,219,230,214,199,166,159,147,148,153,148,128,194,280,0,0,0,0,280,0,1962,0,0,1321,1,2
3705,0,1,1,Jewish,1306,6022,606,523,452,382,421,442,411,383,320,306,284,285,295,286,246,374,405,0,169,52,39,144,0,1008,0,262,2537,1,2
3706,0,1,1,Jewish,1337,4540,457,394,341,288,317,333,310,288,241,230,214,215,222,215,186,282,365,0,173,53,40,98,0,686,0,0,1912,1,2
3707,0,1,1,Jewish,1035,3633,363,314,271,242,257,265,247,229,192,183,170,171,177,171,148,224,286,0,122,30,50,83,0,562,0,143,1523,1,2
3708,0,1,1,Jewish,827,2940,296,255,221,186,205,216,201,187,156,149,138,139,144,139,120,182,286,0,91,41,33,120,0,843,0,0,1238,1,2
3709,0,1,1,Jewish,1029,4469,450,388,335,284,312,328,305,284,237,227,210,211,218,212,183,277,88,0,0,0,0,88,0,619,0,0,1883,1,2
3801,0,1,1,Jewish,969,3393,341,295,255,215,237,249,232,215,180,172,160,160,166,161,139,210,264,0,126,29,38,70,0,494,0,0,1429,1,2
3802,0,1,1,Jewish,1174,4109,413,357,308,261,287,302,281,261,218,208,193,194,201,195,168,255,334,0,93,70,70,99,0,697,0,0,1731,1,2
3803,0,1,1,Jewish,588,2059,207,179,154,130,144,151,140,130,109,104,97,97,100,97,84,127,233,0,35,35,47,115,0,808,0,0,867,1,2
3804,0,1,1,Jewish,1496,5237,527,455,393,332,366,385,358,333,278,266,247,248,256,248,214,325,416,0,164,74,59,117,0,823,0,0,2206,1,2
3805,0,1,1,Jewish,1084,3794,382,329,285,241,265,279,259,241,201,192,179,179,185,180,155,235,305,0,65,65,86,88,0,619,0,0,1598,1,2
3806,0,1,1,Jewish,676,2405,242,209,180,152,168,176,164,152,127,122,113,113,117,114,98,149,184,0,74,33,27,49,0,343,0,0,1013,1,2
3807,0,1,1,Jewish,1247,4364,439,379,328,277,305,320,298,277,232,221,205,206,213,207,178,271,374,0,112,49,87,124,0,873,0,0,1839,1,2
3808,0,1,1,Jewish,1110,3887,391,337,292,247,271,285,265,247,206,197,183,184,190,184,159,241,297,0,111,44,66,74,0,524,0,0,1638,1,2
3809,0,1,1,Jewish,1012,3543,356,308,266,225,247,260,242,225,188,180,167,167,173,168,145,220,276,0,111,50,40,73,0,514,0,0,1493,1,2
3901,0,1,1,Jewish,439,1010,74,68,61,52,58,64,59,59,52,52,45,42,48,56,64,149,2783,0,1934,552,276,20,0,143,0,0,401,1,2
3902,0,1,1,Jewish,58,243,24,29,27,20,15,10,13,17,18,18,14,9,7,6,5,5,2008,0,1000,800,200,8,0,60,0,0,100,1,2
3903,0,1,1,Jewish,736,2519,253,219,189,160,176,185,172,160,134,128,118,119,123,119,103,156,61,0,0,0,0,61,0,432,0,0,1061,1,2
3904,0,1,1,Jewish,453,1902,188,227,213,163,123,85,105,133,142,142,110,73,56,51,39,46,64,0,0,0,0,64,0,454,0,0,785,1,2
3905,0,1,1,Jewish,648,1491,109,101,90,76,86,94,87,87,77,77,67,63,71,82,95,221,159,0,77,25,25,29,0,208,0,275,592,1,2
3906,0,1,1,Jewish,1072,3064,287,248,214,181,323,292,195,181,152,145,134,135,140,135,117,177,349,0,0,0,0,349,0,540,1650,0,1293,1,2
3907,0,1,1,Jewish,830,2536,255,220,190,161,177,186,173,161,134,128,119,120,124,120,103,157,151,0,0,0,0,151,0,1057,0,0,1068,1,2
3908,0,1,1,Jewish,1324,4788,482,416,359,304,334,352,327,304,254,243,225,226,234,227,196,297,5324,0,2863,1301,1041,118,0,826,0,0,2017,1,2
3909,0,1,1,Jewish,884,2033,149,138,123,104,117,128,119,119,106,105,91,86,97,113,130,301,219,0,106,35,35,42,0,297,0,0,808,1,2
3910,0,1,1,Jewish,1388,3193,234,217,193,164,184,202,188,187,166,165,144,135,152,177,205,473,343,0,138,55,83,65,0,460,0,0,1269,1,2
3911,0,1,1,Jewish,1424,4529,437,377,326,398,358,324,297,276,231,220,205,205,212,206,178,270,409,0,0,0,0,409,0,633,2019,855,1831,1,2
3912,0,1,1,Jewish,620,1427,104,97,86,73,82,90,84,83,74,73,64,60,68,79,91,211,2941,0,1658,552,552,177,0,1245,0,0,567,1,2
3913,0,1,1,Jewish,588,1352,99,91,81,69,78,85,79,79,70,69,61,57,64,75,87,200,113,0,0,0,0,113,0,792,0,0,537,1,2
4001,0,1,1,U_Orthodox,1027,4623,776,634,567,429,388,322,253,222,170,139,127,120,114,100,90,165,475,0,200,61,46,167,0,1080,0,639,1131,1,2
4002,0,1,1,U_Orthodox,2436,7117,760,595,648,1500,1115,506,256,204,172,190,223,232,232,175,123,178,634,0,232,71,53,276,0,1313,0,2870,1774,1,2
4003,0,1,1,U_Orthodox,544,2507,324,254,276,287,315,199,109,87,73,81,95,99,99,74,52,76,240,0,73,40,48,77,0,520,0,269,669,1,2
4004,0,1,1,U_Orthodox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72,0,504,0,1001,0,1,2
4005,0,1,1,U_Orthodox,2060,3851,279,218,238,1375,786,223,94,75,63,69,81,85,85,64,45,65,372,0,27,65,16,262,0,1145,0,2238,855,1,2
4006,0,1,1,Jewish,305,1159,60,71,91,101,120,87,53,44,53,72,86,88,81,59,37,49,488,0,6,30,24,427,0,2994,0,0,533,1,2
4007,0,1,1,U_Orthodox,348,1566,262,215,192,145,131,109,85,75,57,47,43,40,38,34,30,55,163,0,52,26,26,59,0,378,0,330,383,1,2
4008,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4009,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4010,0,1,1,U_Orthodox,1055,4747,796,651,582,441,398,331,260,228,175,143,130,123,117,103,92,169,474,0,189,63,63,158,0,1107,0,418,1161,1,2
4011,0,1,1,U_Orthodox,2502,4656,357,280,304,1577,921,279,120,96,81,89,104,109,109,82,57,84,580,0,118,36,27,398,0,1790,0,4248,1050,1,2
4101,0,1,1,Jewish,5638,12062,454,535,685,2982,1920,769,400,332,403,547,651,663,613,449,278,374,971,0,229,91,137,512,0,2387,0,3447,4009,1,2
4102,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4103,0,1,1,Jewish,1299,1778,0,0,0,226,966,585,0,0,0,0,0,0,0,0,0,0,4524,0,429,1001,1430,1664,0,893,10838,1648,626,1,2
4104,0,1,1,U_Orthodox,663,3266,422,331,360,374,410,259,142,113,96,105,124,129,129,97,68,99,1069,0,191,287,479,109,0,768,0,350,872,1,2
4105,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6160,0,616,1848,3696,0,0,0,0,0,0,1,2
4201,0,1,1,Jewish,3446,11617,1169,1009,873,738,812,854,794,738,617,590,548,550,569,551,476,721,933,0,275,206,206,244,0,1690,0,72,4894,1,2
4202,0,1,1,Jewish,2481,7758,781,674,583,493,542,570,530,493,412,394,366,367,380,368,317,482,681,0,198,148,148,185,0,1295,0,0,3269,1,2
4301,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4302,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601,0,1150,3220,230,0,0,0,0,0,0,1,2
4303,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046,0,1753,2338,1753,200,0,0,1468,0,0,1,2
4304,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4305,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,506,0,0,56,0,393,0,0,0,1,2
4306,0,1,1,Jewish,980,3430,345,298,257,218,239,252,234,218,182,174,161,162,168,162,140,213,3492,0,857,2400,171,63,0,445,0,0,1445,1,2
4307,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3809,0,1142,1523,1142,0,0,0,0,0,0,1,2
4401,0,1,1,Jewish,733,3003,302,261,225,190,210,220,205,191,159,152,141,142,147,142,123,186,220,0,43,43,58,73,0,517,0,0,1265,1,2
4402,0,1,1,Jewish,3186,5756,362,312,270,1658,906,337,246,228,191,182,169,170,176,170,147,223,499,0,102,51,51,293,0,1273,0,2355,1515,1,2
4403,0,1,1,Jewish,926,4269,429,371,320,271,298,313,292,271,227,217,201,202,209,202,174,265,294,0,92,64,27,109,0,745,0,327,1799,1,2
4404,0,1,1,Jewish,567,2198,221,191,165,139,153,161,150,139,116,111,103,104,107,104,90,136,167,0,56,39,17,53,0,376,0,0,926,1,2
4405,0,1,1,Jewish,843,3541,350,423,398,304,229,159,195,248,265,264,205,136,104,95,73,85,284,0,50,84,33,115,0,809,0,0,1461,1,2
4406,0,1,1,Jewish,1337,5083,264,312,399,447,528,382,233,194,235,319,380,386,357,261,162,218,438,0,107,107,53,170,0,1193,0,249,2337,1,2
4407,0,1,1,Jewish,303,1151,60,70,90,101,119,86,52,43,53,72,86,87,81,59,36,49,30,0,0,0,0,30,0,215,0,0,529,1,2
4501,0,1,1,Jewish,2031,5141,219,259,331,982,716,348,193,161,195,265,315,321,296,217,134,181,383,0,111,44,66,161,0,804,0,951,1941,1,2
4502,0,1,1,Jewish,2110,9481,954,824,712,602,663,697,648,603,504,481,447,449,464,450,388,589,635,0,211,84,126,213,0,1496,0,0,3994,1,2
4503,0,1,1,Jewish,3044,10656,1073,926,801,677,745,783,728,677,566,541,502,504,522,506,436,662,854,0,426,91,91,245,0,1719,0,0,4490,1,2
4504,0,1,1,Jewish,3969,12914,1149,992,858,725,1696,1437,780,726,607,580,538,540,559,542,467,709,853,0,356,118,118,258,0,1774,0,98,5462,1,2
4505,0,1,1,Jewish,1217,5695,573,495,428,362,398,418,389,362,302,289,268,269,279,270,233,353,378,0,97,48,97,134,0,944,0,0,2399,1,2
4506,0,1,1,Jewish,2182,8092,814,703,608,514,565,595,553,514,430,411,381,383,396,384,331,502,610,0,218,87,130,174,0,1220,0,0,3409,1,2
4507,0,1,1,Jewish,775,2811,283,244,211,178,196,206,192,178,149,142,132,133,137,133,115,174,222,0,93,31,31,67,0,474,0,0,1184,1,2
4508,0,1,1,Jewish,2913,14328,1442,1245,1077,910,1002,1053,979,911,762,728,676,678,702,680,587,890,1279,0,192,192,577,316,0,2217,0,0,6037,1,2
4601,0,1,1,Jewish,1513,5431,546,472,408,345,379,399,371,345,288,276,256,257,266,257,222,337,422,0,181,45,75,120,0,840,0,0,2288,1,2
4602,0,1,1,Jewish,404,1697,168,203,190,146,110,76,93,118,127,126,98,65,50,45,35,41,128,0,40,20,20,47,0,332,0,0,700,1,2
4603,0,1,1,Jewish,851,3236,168,198,254,284,336,243,148,123,149,203,241,246,227,166,103,138,254,0,119,17,34,83,0,586,0,0,1488,1,2
4604,0,1,1,Jewish,1084,3785,381,329,284,240,264,278,258,240,201,192,178,179,185,179,155,235,302,0,108,43,65,85,0,596,0,0,1595,1,2
4605,0,1,1,Jewish,3610,13248,1323,1142,988,905,950,969,899,836,699,668,620,622,644,624,538,816,1009,0,350,140,210,308,0,2031,0,598,5538,1,2
4606,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,25,101,11,0,77,0,0,0,1,2
4607,0,1,1,Jewish,659,2506,130,154,197,220,260,188,115,95,115,157,187,190,176,129,80,107,195,0,65,26,39,64,0,448,0,0,1152,1,2
4608,0,1,1,Jewish,1436,5228,526,454,392,332,365,384,357,332,278,265,246,247,256,248,214,324,408,0,201,28,57,120,0,846,0,0,2202,1,2
4611,0,1,1,Jewish,600,2521,249,301,283,217,163,113,139,176,188,188,146,97,74,67,52,61,198,0,60,30,30,78,0,546,0,0,1040,1,2
4612,0,1,1,Jewish,461,1752,91,107,137,154,182,131,80,66,81,110,131,133,123,90,55,75,161,0,46,23,23,69,0,483,0,0,806,1,2
4701,0,1,1,Jewish,392,1610,162,140,121,102,112,118,110,102,85,81,76,76,78,76,66,100,117,0,43,15,11,38,7,270,0,0,678,1,2
4702,0,1,1,Jewish,463,1901,191,165,142,120,132,139,130,120,101,96,89,90,93,90,77,118,137,0,51,18,13,45,9,316,0,0,801,1,2
4703,0,1,1,Jewish,1385,5819,576,695,654,501,377,261,321,407,436,434,337,224,171,156,120,141,2630,0,124,1743,622,140,0,981,0,0,2401,1,2
4704,0,1,1,Jewish,1880,7896,782,944,887,680,512,355,436,553,591,590,458,305,232,212,163,191,682,0,224,112,112,234,0,1638,0,0,3258,1,2
4705,0,1,1,Jewish,1195,5022,497,600,564,432,325,225,277,351,376,375,291,194,148,134,104,121,388,0,119,59,59,148,0,1042,0,0,2072,1,2
4706,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4707,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4708,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4709,0,1,1,Jewish,269,1106,111,96,83,70,77,81,75,70,58,56,52,52,54,52,45,68,79,0,29,10,8,25,5,181,0,0,466,1,2
4712,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4713,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4714,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,1378,172,172,0,0,0,0,0,0,1,2
4715,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4414,0,441,3973,0,0,0,0,0,0,0,1,2
4716,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3796,0,112,560,1570,1553,0,0,9094,0,0,1,2
4717,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3819,0,381,763,2673,0,0,0,0,0,0,1,2
4718,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,0,82,410,1150,0,0,0,0,0,0,1,2
4801,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4802,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,164,0,1153,0,0,0,1,2
4803,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4804,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4805,0,1,0,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
4901,0,1,1,Jewish,899,3319,334,288,249,210,232,244,227,211,176,168,156,157,162,157,136,206,361,0,116,35,26,181,0,1273,0,0,1398,1,2
4902,0,1,1,Jewish,1226,4502,453,391,338,286,314,331,307,286,239,228,212,213,220,213,184,279,352,0,98,73,73,107,0,750,0,0,1897,1,2
4903,0,1,1,Jewish,1816,5534,495,427,369,312,713,608,336,312,261,249,232,232,240,233,201,305,1097,0,112,84,84,816,0,736,3797,0,2340,1,2
4904,0,1,1,Jewish,781,2735,275,237,205,173,191,201,187,174,145,139,129,129,134,129,112,170,214,0,109,15,31,58,0,409,0,0,1152,1,2
4905,0,1,1,Jewish,2244,7857,791,683,590,499,549,577,537,499,417,399,370,372,384,373,321,488,620,0,224,89,134,171,0,1201,0,0,3310,1,2
4906,0,1,1,Jewish,1808,6024,586,506,437,502,472,428,398,370,309,296,274,276,285,276,238,362,2139,0,209,64,48,1817,0,1169,10098,592,2455,1,2
4907,0,1,1,Jewish,409,1555,81,95,122,136,161,116,71,59,71,97,116,118,109,80,49,66,143,0,32,32,16,61,0,430,0,0,715,1,2
5001,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26691,0,2664,22645,1332,49,0,0,293,0,0,1,2
5002,0,1,1,Jewish,582,582,0,0,0,387,176,18,0,0,0,0,0,0,0,0,0,0,10740,0,1070,9098,535,36,0,0,0,925,0,1,2
5003,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5004,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5101,0,1,1,U_Orthodox,906,5651,871,769,792,706,675,353,205,174,216,289,199,137,101,65,47,43,523,0,103,77,77,265,0,1637,0,1409,1340,1,2
5102,0,1,1,U_Orthodox,762,4112,529,415,452,482,520,325,178,142,120,132,155,162,162,121,85,124,398,0,111,55,55,175,0,1171,0,439,1096,1,2
5103,0,1,1,U_Orthodox,1028,5658,732,573,625,649,711,450,247,197,166,183,214,223,224,168,118,172,503,0,185,61,61,194,0,1272,0,607,1511,1,2
5104,0,1,1,U_Orthodox,1578,7557,945,741,807,1007,992,589,319,254,214,236,277,289,289,217,153,222,680,0,259,79,59,281,0,1572,0,2347,1992,1,2
5105,0,1,1,U_Orthodox,2159,8008,909,712,775,1463,1182,587,306,244,206,227,266,277,278,209,147,213,934,0,228,70,52,581,0,3473,0,2605,2037,1,2
5106,0,1,1,U_Orthodox,878,4851,729,644,663,669,601,300,172,145,180,242,167,114,85,55,39,36,432,0,140,43,32,216,0,1422,0,453,1143,1,2
5107,0,1,1,U_Orthodox,619,3396,439,344,374,391,426,270,148,118,99,109,128,134,134,101,71,103,346,0,132,20,50,143,0,930,0,592,906,1,2
5108,0,1,1,Jewish,1182,3470,329,284,245,342,290,245,223,207,173,166,154,154,160,155,133,203,97,0,0,0,0,97,0,557,0,574,1376,1,2
5109,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5110,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5111,0,1,1,U_Orthodox,874,4807,622,487,530,551,604,382,210,167,141,155,182,190,190,143,100,146,399,0,131,65,65,137,0,941,0,515,1283,1,2
5112,0,1,1,Jewish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
5201,0,1,1,U_Orthodox,1608,6577,796,623,679,988,903,502,268,214,180,198,233,243,243,183,128,187,643,0,177,70,106,289,0,1513,0,3055,1712,1,2
5202,0,1,1,U_Orthodox,1755,4941,503,394,430,1146,806,340,170,135,114,125,147,154,154,116,81,118,522,0,138,42,31,310,0,1734,0,1531,1212,1,2
5203,0,1,1,U_Orthodox,820,4510,583,457,498,517,567,358,197,157,132,145,171,178,178,134,94,137,346,0,0,0,0,346,0,937,1160,1011,1204,1,2
5204,0,1,1,U_Orthodox,439,2416,312,245,266,277,303,192,105,84,71,78,91,95,95,72,50,73,122,0,15,4,3,99,0,658,0,296,645,1,2
5205,0,1,1,U_Orthodox,896,4931,638,500,544,565,620,392,215,171,145,159,187,195,195,146,103,150,167,0,0,0,0,167,0,1173,0,529,1317,1,2
5206,0,1,1,U_Orthodox,188,1038,134,105,114,119,130,82,45,36,30,33,39,41,41,30,21,31,1936,0,285,1524,95,30,0,216,0,111,277,1,2
5207,0,1,1,U_Orthodox,1847,5726,613,480,523,1199,895,408,207,165,139,153,180,187,187,141,99,144,320,0,0,0,0,320,0,1059,714,1167,1429,1,2
5208,0,1,1,U_Orthodox,1464,8044,1040,815,888,925,1011,639,351,280,236,260,305,318,318,239,168,244,845,0,285,87,65,406,0,2720,0,863,2148,1,2
5209,0,1,1,U_Orthodox,1402,5713,681,534,581,900,797,432,230,183,154,170,200,208,208,156,110,160,662,0,143,71,71,375,0,1768,390,2132,1480,1,2
5210,0,1,1,U_Orthodox,1701,6046,687,538,586,1098,891,445,232,185,156,171,201,210,210,158,111,161,961,0,188,57,43,671,0,1520,2137,3452,1539,1,2
5211,0,1,1,U_Orthodox,2303,5160,480,376,410,1390,904,339,162,129,109,120,141,146,147,110,77,113,715,0,141,51,64,458,0,2009,0,6463,1230,1,2
5212,0,1,1,U_Orthodox,2177,6483,697,546,595,1348,1010,459,235,187,158,174,204,213,213,160,112,164,950,0,227,48,48,625,0,3056,305,5878,1618,1,2
5213,0,1,1,U_Orthodox,2080,6645,724,567,618,1343,1020,476,244,195,164,180,212,221,221,166,117,170,589,0,216,46,46,280,0,1397,0,2090,1666,1,2
5214,0,1,1,U_Orthodox,1193,4089,463,363,395,746,604,300,156,125,105,115,136,141,141,106,75,109,877,0,144,31,31,670,0,760,3053,1921,1040,1,2
5301,0,1,1,U_Orthodox,686,2174,235,184,200,445,337,155,79,63,53,58,69,71,71,54,38,55,206,0,44,29,24,107,0,480,0,1216,543,1,2
5302,0,1,1,U_Orthodox,2155,6565,697,546,595,1387,1065,447,235,187,158,174,204,213,213,160,112,164,249,0,0,0,0,249,0,1253,0,1929,1623,1,2
5303,0,1,1,Jewish,2623,9973,972,839,725,824,781,712,660,614,513,490,455,457,472,458,395,599,267,0,0,0,0,267,0,1632,0,821,4067,1,2
5304,0,1,1,U_Orthodox,814,2774,299,234,255,436,492,273,100,80,67,74,87,91,91,68,48,70,300,0,0,0,0,300,0,734,885,1799,733,1,2
5305,0,1,1,U_Orthodox,2215,10617,1318,1033,1125,1319,1472,900,445,355,299,329,386,403,403,303,213,310,388,0,0,0,0,388,0,2430,0,1248,2831,1,2
